AUB,Pittsburgh,4
AUB,Alabama,4
AUB,Mississippi,5
AUB,Vanderbilt,9
AUB,Tennessee,3
AUB,Florida State,3
AUB,North Carolina-Ashev,4
AUB,Missouri,5
AUB,Iowa State,1
AUG,Augustana ILL,3
AUS,Austin,4
AUS,Louisiana Tech,2
BALL,Ball State,50
BALL,Ohio,3
BALL,San Diego St,2
BALL,Northern Illinois,4
BALL,Miami (OH),2
BALL,Indiana,2
BALL,Kansas,3
BALL,Georgetown,3
BALL,Butler,5
BALL,Arizona,3
BAPT,Central Baptist,4
BAPT,UL Monroe,2
BAY,Oklahoma,30
BAY,Baylor,537
BAY,TCU,19
BAY,Oklahoma St,20
BAY,Kansas,47
BAY,Texas,55
BAY,Iowa State,22
BAY,Nebraska,8
BAY,Creighton,1
BAY,Wisconsin,1
BAY,Southern,7
BAY,Norfolk St,5
BAY,Kansas St,15
BAY,Huston-Tillotson,4
BAY,West Virginia,20
BAY,Texas Tech,23
BAY,Georgia St,5
BAY,Oregon,3
BAY,Jackson St,2
BAY,Stephen F Austin,3
BAY,Vanderbilt,2
BAY,Northwestern St,8
BAY,Hardin-Simmons,4
BAY,Texas A&M,46
BAY,New Mexico St,3
BAY,Texas Southern,7
BAY,Georgia,4
BAY,Yale,3
BAY,Washington State,7
BAY,Kansas State,12
BAY,Wake Forest,1
BAY,Arizona State,8
BAY,Prairie View A&M,11
BAY,Texas-Arlington,8
BAY,Hartford,3
BAY,South Carolina,4
BAY,Portland State,4
BAY,Oklahoma State,8
BAY,Missouri,8
BAY,Colorado,3
BAY,Massachusetts,3
BAY,Sam Houston State,5
BAY,Old Dominion,2
BAY,Saint Mary's,2
BAY,Duke,5
BAY,Jackson State,9
BAY,La Salle,2
BAY,Bethune-Cookman,2
BAY,San Diego,3
BAY,Gonzaga,3
BAY,Florida State,5
BAY,South Carolina State,4
BAY,San Diego State,5
BAY,Northwestern,4
BAY,Paul Quinn,4
BAY,Charleston,3
BAY,Boston College,3
BAY,UL Lafayette,5
BAY,Chaminade,4
BAY,Dayton,3
BAY,Syracuse,3
BAY,Kentucky,3
BAY,Oral Roberts,3
BAY,Savannah St,3
BBS,Barber Scotia,3
BC,Boston College,197
BC,Virginia,7
BC,Duke,42
BC,Syracuse,8
BC,Georgia Tech,10
BC,Marist,3
BC,Maine,4
BC,Louisville,7
BC,Notre Dame,6
BC,North Carolina,19
BC,Michigan St,1
BC,Providence,3
BC,Pittsburgh,1
BC,Miami (FL),13
BC,Florida St,3
BC,Michigan Stat,3
BC,Boston Colleg,57
BC,Maryland,14
BC,Texas Souther,2
BC,Massachusetts,4
BC,NC State,8
BC,Holy Cross,4
BC,Miami,5
BC,North Carolin,7
BC,Wake Forest,10
BC,Clemson,8
BC,Virginia Tech,8
BC,Rhode Island,4
BC,Vermont,3
BC,New Hampshire,4
BC,Kansas,5
BC,Purdue,2
BC,Harvard,3
BC,Florida State,9
BC,USC,3
BC,St Francis (NY),2
BC,Baylor,4
BC,Connecticut,4
BCU,Bethune-Cookman,15
BCU,Norfolk St,12
BCU,Bethune Cookm,10
BCU,Syracuse,2
BCU,Florida,1
BCU,Coppin State,9
BCU,Baylor,2
BCU,South Carolina State,1
BEL,Wright St,3
BEL,Belmont,49
BEL,Murray St,3
BEL,Virginia,3
BEL,Oklahoma,2
BEL,Lipscomb,5
BEL,Xavier,3
BEL,Pittsburgh,4
BEL,Tennessee,4
BEL,East Tennessee State,4
BEL,Kansas,3
BEL,USC Upstate,4
BEL,Florida Gulf Coast,3
BEL,Memphis,2
BEL,Arizona,3
BEL,Belmont University,7
BEL,North Carolina,1
BEL,Kentucky,3
BGSU,Bowling Green,18
BGSU,Northern Illinois,5
BGSU,Akron,2
BGSU,Kent State,7
BGSU,Buffalo,5
BGSU,Wisconsin,2
BING,Binghamton,26
BING,Colgate,5
BING,Michigan St,4
BING,Oklahoma,1
BING,Duke,3
BING,Albany,5
BING,Missouri,2
BING,Syracuse,2
BLU,Bluefield College,3
BLU,Duquesne,1
BLU,UNC-Asheville,2
BLU,UNC Asheville,1
BLU,Bluefield,1
BRAD,Bradley,81
BRAD,Wichita St,4
BRAD,Northern Iowa,13
BRAD,Arizona,1
BRAD,Virginia,1
BRAD,Southern Illinois,10
BRAD,Michigan State,4
BRAD,Butler,3
BRAD,Drake,8
BRAD,Florida,8
BRAD,Creighton,6
BRAD,Wichita State,2
BRAD,Wisconsin,2
BRWN,Brown,118
BRWN,Cornell,17
BRWN,Columbia,14
BRWN,Pennsylvania,21
BRWN,Lyndon St,5
BRWN,Harvard,13
BRWN,SMU,3
BRWN,Yale,8
BRWN,Princeton,12
BRWN,Dartmouth,16
BRWN,Michigan State,4
BRWN,Rhode Island,4
BRY,Connecticut,5
BRY,Bryant,19
BRY,Duke,2
BRY,Providence,2
BRY,Bryant University,13
BRY,Iowa,1
BRY,Iona,4
BRY,Cleveland State,4
BRY,Kent State,5
BRY,Indiana,2
BRY,Gonzaga,1
BSU,San Diego St,10
BSU,Boise State,104
BSU,San Jose St,3
BSU,New Mexico,9
BSU,Northwest Nazarene,4
BSU,Colorado St,3
BSU,Air Force,5
BSU,Wyoming,4
BSU,Dayton,2
BSU,Arizona,5
BSU,Michigan St,1
BSU,Oregon,3
BSU,Bowie State,2
BSU,Albany,5
BSU,Washington State,2
BSU,Utah Valley State,5
BSU,Utah State,5
BSU,Western State,3
BSU,Idaho State,4
BSU,San Diego State,8
BSU,Creighton,3
BSU,Seattle,2
BSU,LSU,3
BSU,Corban University,2
BSU,La Salle,2
BSU,Kentucky,2
BU,Boston Univ,7
BU,American,2
BU,Boston University,40
BU,Kentucky,6
BU,Boston U,4
BU,Duke,1
BU,Pittsburgh,2
BU,Vermont,3
BU,Notre Dame,4
BU,Georgia Tech,3
BU,Connecticut,5
BU,Villanova,3
BU,Northeastern,2
BU,Stony Brook,9
BUCK,Bucknell,66
BUCK,Michigan,1
BUCK,Fairfield,6
BUCK,Villanova,13
BUCK,Lehigh,4
BUCK,Duke,2
BUCK,Lafayette,2
BUCK,Northern Iowa,4
BUCK,Holy Cross,9
BUCK,Navy,11
BUCK,Wake Forest,2
BUCK,Marquette,3
BUCK,Vanderbilt,2
BUFF,Kentucky,1
BUFF,Buffalo,51
BUFF,West Virginia,4
BUFF,Duke,2
BUFF,Iowa State,1
BUFF,Kent State,3
BUFF,Miami,2
BUFF,Pittsburgh,3
BUFF,Connecticut,4
BUFF,Purdue,2
BUFF,Navy,2
BUFF,Brigham Young,4
BUFF,Bowling Green,1
BUT,Creighton,10
BUT,Butler,458
BUT,Villanova,18
BUT,North Carolina,8
BUT,Indiana St,2
BUT,Northwestern,6
BUT,Kennesaw St,1
BUT,Tennessee,6
BUT,Indiana,6
BUT,St John's,9
BUT,Seton Hall,5
BUT,Marquette,9
BUT,DePaul,11
BUT,Xavier,20
BUT,Georgetown,4
BUT,Providence,9
BUT,Texas,4
BUT,Notre Dame,5
BUT,The Citadel,1
BUT,Missouri St,1
BUT,Miami (FL),3
BUT,Temple,4
BUT,Cincinnati,2
BUT,VMI,1
BUT,Southern Utah,3
BUT,Purdue,5
BUT,IUPUI,3
BUT,Texas Tech,5
BUT,Virginia,1
BUT,Wisc Milwauk,1
BUT,Cleveland State,30
BUT,Youngstown State,14
BUT,Wisconsin-Milwaukee,9
BUT,Florida Gulf Coast U,3
BUT,Southern Illinois,7
BUT,Wright State,30
BUT,Detroit,14
BUT,Loyola (IL),26
BUT,Indiana State,3
BUT,Michigan,3
BUT,Ohio State,10
BUT,Bradley,4
BUT,Florida State,4
BUT,Valparaiso,28
BUT,Wisconsin-Green Bay,12
BUT,Illinois-Chicago,15
BUT,Drake,2
BUT,UAB,5
BUT,Green Bay,11
BUT,Davidson,7
BUT,LSU,3
BUT,Clemson,5
BUT,Minnesota,2
BUT,UCLA,5
BUT,Evansville,5
BUT,Ball State,6
BUT,Siena,2
BUT,Milwaukee,4
BUT,UTEP,4
BUT,Murray State,4
BUT,Syracuse,5
BUT,Kansas State,4
BUT,Duke,7
BUT,Michigan State,5
BUT,Louisville,7
BUT,Marian,3
BUT,Pennsylvania,3
BUT,New Orleans,5
BUT,Saint Joseph's,4
BUT,Richmond,3
BUT,La Salle,5
BUT,George Washington,5
BUT,Oklahoma St,3
BYU,Gonzaga,23
BYU,BYU,68
BYU,San Francisco,6
BYU,Oregon,8
BYU,San Diego St,6
BYU,Utah,22
BYU,Ole Miss,4
BYU,Central Michigan,2
BYU,UCLA,10
BYU,Brigham Young,174
BYU,Air Force,31
BYU,Colorado State,19
BYU,TCU,23
BYU,Wyoming,21
BYU,UNLV,18
BYU,North Carolina,3
BYU,Louisville,5
BYU,Michigan State,3
BYU,Lamar,5
BYU,Pepperdine,5
BYU,Southern Utah,4
BYU,Arizona State,4
BYU,Wake Forest,5
BYU,San Diego State,18
BYU,Texas A&M,2
BYU,UTEP,6
BYU,New Mexico,17
BYU,Florida,6
BYU,Kansas State,2
BYU,Saint Mary's,5
BYU,Hawaii,5
BYU,Vermont,4
BYU,Weber State,4
BYU,Buffalo,6
BYU,Wisconsin,3
BYU,Iowa State,4
BYU,Wichita St,1
BYU,Massachusetts,3
CAL,Arizona,31
CAL,California,245
CAL,UCLA,50
CAL,Texas,2
CAL,Syracuse,7
CAL,Wisconsin,4
CAL,Washington,9
CAL,Utah,7
CAL,East Carolina,2
CAL,UC Santa Barbara,1
CAL,San Diego St,4
CAL,Richmond,2
CAL,Sam Houston St,2
CAL,Rice,1
CAL,Virginia,4
CAL,Oregon St,4
CAL,Arizona St,3
CAL,Hawaii,2
CAL,Nevada,4
CAL,Oregon,11
CAL,Stanford,10
CAL,Arizona State,13
CAL,Washington State,5
CAL,Maryland,2
CAL,Murray State,2
CAL,Ohio State,3
CAL,Detroit,5
CAL,Kansas,5
CAL,Louisville,3
CAL,Duke,1
CAL,Temple,3
CAL,George Washington,4
CAL,Georgia,5
CAL,Missouri,2
CAL,Austin Peay,2
CAL,UNLV,2
CAM,High Point,5
CAM,Campbell,29
CAM,Coastal Carolina,5
CAM,Gardner-Webb,5
CAM,East Tennessee State,4
CAM,Virginia Tech,1
CAM,Western Carolina,4
CAM,Kennesaw State,2
CAN,Rider,18
CAN,Canisius,139
CAN,Siena,8
CAN,Manhattan,21
CAN,Fairfield,18
CAN,Niagara,20
CAN,Iona,7
CAN,Syracuse,6
CAN,Loyola (MD),8
CAN,Marist,12
CAN,St Francis (NY),2
CAN,UMKC,3
CAN,UNLV,1
CAN,Detroit,4
CAR,Carroll (MT),3
CAR,Utah,1
CCAR,Virginia,2
CCAR,Coastal Carolina,28
CCAR,Warren Wilson,2
CCAR,Campbell,4
CCAR,High Point,4
CCAR,Wisconsin,1
CCAR,Wofford,3
CCAR,Wake Forest,2
CCAR,Duke,1
CCAR,North Carolina-Ashev,4
CCAR,Greensboro,4
CCSU,UMass Lowell,3
CCSU,Central Connecticut St,2
CCSU,Central Connecticut ,6
CCSU,Monmouth,7
CCSU,Hartford,6
CENT,Centenary,3
CENT,Mississippi,1
CHA,UC Irvine,2
CHA,Chapman University,3
CHAM,Michigan Stat,3
CHAM,Chaminade,24
CHAM,UCLA,4
CHAM,Marquette,3
CHAM,Vanderbilt,2
CHAM,Maryland,2
CHAM,Michigan State,3
CHAM,Baylor,3
CHAR,Charlotte,70
CHAR,UAB,3
CHAR,Miami (FL),10
CHAR,Indiana,3
CHAR,George Washin,11
CHAR,Syracuse,2
CHAR,Clemson,5
CHAR,Xavier,16
CHAR,Duke,1
CHAR,Louisville,4
CHAR,Tennessee,7
CHAR,Temple,5
CHAR,Saint Joseph's,2
CHAR,Michigan,4
CHAT,Chattanooga,61
CHAT,Wisconsin,4
CHAT,Iowa State,2
CHAT,Kennesaw St,2
CHAT,Wofford,4
CHAT,East Tennessee St,4
CHAT,Indiana,4
CHAT,Florida,1
CHAT,Southern Illinois,2
CHAT,Tennessee,4
CHAT,Memphis,5
CHAT,USC,3
CHAT,Connecticut,2
CHAT,Georgia Tech,3
CHAT,Georgia Southern,4
CHAT,Kansas,4
CHAT,UNC Greensboro,3
CHAT,UCLA,1
CHAT,The Citadel,5
CHS,Chicago St,16
CHS,Iowa State,1
CHS,CSU Bakersfield,1
CHS,Ohio State,1
CHS,Louisville,1
CHS,Oral Roberts,3
CHS,Chicago State,27
CHS,Texas,3
CHS,Drake,1
CHS,Indiana,5
CHS,DePaul,2
CHS,Central Arkansas,3
CHS,San Diego State,4
CHS,Air Force,2
CHSO,Charleston Southern,51
CHSO,High Point,4
CHSO,Western Carolina,10
CHSO,Colorado St,4
CHSO,Radford,5
CHSO,Wichita St,1
CHSO,Columbia International,4
CHSO,Citadel,4
CHSO,Gardner-Webb,2
CHSO,Georgia Tech,3
CHSO,Arizona,3
CIN,Louisville,14
CIN,Cincinnati,334
CIN,Connecticut,27
CIN,South Florida,13
CIN,SMU,10
CIN,Houston,5
CIN,UCF,8
CIN,Memphis,12
CIN,Rutgers,3
CIN,Harvard,2
CIN,San Diego St,6
CIN,Purdue,7
CIN,Kentucky,2
CIN,SE Louisiana,3
CIN,Nebraska,4
CIN,George Washington,1
CIN,Butler,3
CIN,Xavier,22
CIN,Norfolk St,4
CIN,VCU,4
CIN,Iowa State,7
CIN,Temple,12
CIN,Tulsa,2
CIN,Saint Joseph's,4
CIN,Murray State,5
CIN,Syracuse,14
CIN,Georgetown,22
CIN,West Virginia,17
CIN,Pittsburgh,21
CIN,Providence,5
CIN,Villanova,18
CIN,Ohio State,2
CIN,USC Upstate,3
CIN,Marquette,1
CIN,Texas Southern,2
CIN,Maryland,4
CIN,Vanderbilt,3
CIN,Miami (OH),5
CIN,Lipscomb,2
CIN,Notre Dame,6
CIN,St John's,2
CIN,Presbyterian,4
CIN,Jacksonville State,5
CIN,Oregon,3
CIN,Tennessee-Martin,4
CIN,Marshall,4
CIN,New Mexico,5
CIT,The Citadel,11
CIT,Davidson,2
CIT,Citadel,34
CIT,Charleston Southern,5
CIT,Washington State,3
CIT,Michigan State,3
CIT,Texas A&M,1
CIT,Samford,4
CIT,Elon,1
CIT,Clemson,2
CIT,Western Carolina,1
CIT,Chattanooga,3
CLEM,Clemson,333
CLEM,Syracuse,1
CLEM,Virginia,17
CLEM,Duke,43
CLEM,Rutgers,4
CLEM,Arkansas,5
CLEM,Louisville,9
CLEM,Notre Dame,5
CLEM,South Carolina,15
CLEM,North Carolina,20
CLEM,Miami (FL),8
CLEM,NC State,5
CLEM,Boston Colleg,3
CLEM,Georgia,4
CLEM,Georgia Tech,35
CLEM,North Carolina State,16
CLEM,Maryland,7
CLEM,Virginia Tech,16
CLEM,Presbyterian,9
CLEM,Purdue,5
CLEM,East Carolina,8
CLEM,Mississippi,5
CLEM,DePaul,4
CLEM,Samford,4
CLEM,Alabama,11
CLEM,Charlotte,4
CLEM,Florida State,16
CLEM,Boston College,5
CLEM,North Florida,4
CLEM,Wake Forest,3
CLEM,Michigan,4
CLEM,UNC Greensboro,5
CLEM,Butler,5
CLEM,Texas A&M,3
CLEM,Long Beach State,3
CLEM,Winthrop,5
CLEM,Liberty,1
CLEM,Illinois,4
CLEM,Western Carolina,5
CLEM,South Carolina State,6
CLEM,Missouri,3
CLEM,Gonzaga,2
CLEM,Citadel,5
CLEM,Pittsburgh,2
CLEV,Detroit,5
CLEV,Cleveland St,31
CLEV,Louisville,4
CLEV,Virginia,2
CLEV,Green Bay,9
CLEV,Valparaiso,4
CLEV,Maryland,1
CLEV,Michigan Stat,4
CLEV,Cleveland State,111
CLEV,Ohio State,2
CLEV,Butler,24
CLEV,Syracuse,4
CLEV,Youngstown State,4
CLEV,Illinois-Chicago,5
CLEV,Arizona,2
CLEV,Wake Forest,3
CLEV,Kentucky,4
CLEV,West Virginia,4
CLEV,Kansas State,2
CLEV,Loyola (IL),5
CLEV,Milwaukee,2
CLEV,Kent State,5
CLEV,Bryant University,3
CLEV,Iona,5
CLEV,Wright State,4
CLEV,Vanderbilt,2
CLEV,Michigan,3
CLMB,Columbia,121
CLMB,Yale,20
CLMB,Brown,13
CLMB,Dartmouth,17
CLMB,Kentucky,1
CLMB,Princeton,20
CLMB,Robert Morris,1
CLMB,Duke,1
CLMB,Pennsylvania,7
CLMB,St Francis (NY),3
CLMB,Villanova,4
CLMB,Harvard,18
CLMB,Syracuse,1
CLMB,La Salle,3
CLMB,Michigan St,2
CMU,Central Michigan,36
CMU,Eastern Michigan,3
CMU,BYU,2
CMU,Akron,1
CMU,Marquette,3
CMU,Purdue,2
CMU,Montana State,5
CMU,Cal State Fullerton,3
CMU,Illinois-Chicago,5
CMU,Niagara,5
CNJ,New Jersey,3
CNJ,Davidson,1
COFC,West Virginia,3
COFC,College of Charleston,15
COFC,Connecticut,3
COFC,South Carolina St,5
COFC,Charleston,31
COFC,Miami (FL),1
COFC,Louisville,3
COFC,Coll Of Charl,5
COFC,Arkansas,1
COFC,UNC Greensboro,4
COFC,Western Michigan,2
COFC,North Carolina,4
COFC,Holy Cross,4
COFC,Maryland,6
COFC,Baylor,5
COFC,Coker,4
COK,Coker,4
COK,College of Charleston,4
COLG,Colgate,45
COLG,Ohio State,1
COLG,Binghamton,6
COLG,Iowa,2
COLG,Notre Dame,1
COLG,Syracuse,6
COLG,Connecticut,3
COLG,Wisconsin,3
COLG,New Hampshire,5
COLO,Arizona,15
COLO,Colorado,172
COLO,USC,6
COLO,Pittsburgh,3
COLO,Utah,8
COLO,SMU,1
COLO,Nicholls St,2
COLO,Oregon,7
COLO,Connecticut,3
COLO,Texas,6
COLO,Oklahoma,8
COLO,Kansas,28
COLO,Oklahoma State,3
COLO,Southern Methodist,2
COLO,Texas A&M,9
COLO,Missouri,7
COLO,Baylor,4
COLO,Kansas State,10
COLO,Air Force,4
COLO,Wyoming,3
COLO,Elon,2
COLO,Oklahoma St,2
COLO,Georgia,5
COLO,Oregon St,3
COLO,Washington,1
COLO,UCLA,2
COLUM,Columbia International,4
COLUM,Charleston Southern,5
CONN,Cincinnati,26
CONN,Connecticut,664
CONN,UCF,11
CONN,South Florida,24
CONN,Memphis,20
CONN,Temple,9
CONN,SMU,15
CONN,Rutgers,16
CONN,Louisville,31
CONN,Saint Joseph's,5
CONN,Villanova,28
CONN,Iowa State,4
CONN,Michigan St,5
CONN,Florida,8
CONN,Kentucky,8
CONN,West Virginia,22
CONN,Texas,14
CONN,Dayton,4
CONN,College of Charleston,4
CONN,Bryant,4
CONN,Duke,7
CONN,New Hampshire,11
CONN,Syracuse,42
CONN,Furman,2
CONN,Gonzaga,17
CONN,Michigan,11
CONN,Maryland,7
CONN,UMass Lowell,4
CONN,Colorado,3
CONN,Kansas,2
CONN,Army,5
CONN,Pepperdine,6
CONN,Arkansas,5
CONN,Arizona,2
CONN,Texas Souther,1
CONN,Massachusetts,3
CONN,Stony Brook,14
CONN,Morehead Stat,4
CONN,Quinnipiac,15
CONN,Marquette,32
CONN,LSU,10
CONN,Georgetown,28
CONN,Pittsburgh,25
CONN,Providence,18
CONN,St John's,15
CONN,Indiana,14
CONN,Seton Hall,20
CONN,Notre Dame,36
CONN,Mississippi,3
CONN,Fairfield,4
CONN,Albany,3
CONN,Sacred Heart,3
CONN,Northeastern,5
CONN,Saint Mary's,3
CONN,Florida A&M,3
CONN,Buffalo,6
CONN,Georgia Tech,4
CONN,DePaul,9
CONN,Delaware State,2
CONN,Bryant University,2
CONN,Wisconsin,2
CONN,Hartford,2
CONN,Miami (FL),2
CONN,La Salle,5
CONN,Western Carolina,3
CONN,Chattanooga,2
CONN,Texas A&M,2
CONN,Purdue,3
CONN,Michigan State,12
CONN,Missouri,5
CONN,Hofstra,4
CONN,Colgate,5
CONN,William & Mary,3
CONN,Boston University,5
CONN,Harvard,6
CONN,Maine,8
CONN,Iona,3
CONN,UMBC,4
CONN,Fairleigh Dickinson,3
CONN,Coppin State,6
CONN,Tennessee,4
CONN,Butler,2
CONN,North Carolina-Ashev,2
CONN,Florida State,5
CONN,Wagner,5
CONN,Vermont,2
CONN,Detroit,4
CONN,Boston Univ,4
CONN,Boston College,5
CONN,Yale,3
CONN,Stanford,5
CONN,Eastern Washington,4
CONN,Houston,5
COPP,Coppin St,22
COPP,San Francisco,2
COPP,Iowa State,1
COPP,North Carolina A&T,2
COPP,Oklahoma,6
COPP,Michigan Stat,4
